"Gene","Tissue","Group"
"Dzip1","Oligodendrocyte Precursor Cell","Group enriched"
"Dzip1","Neuron","Group enriched"
"Dzip1","Newly Formed Oligodendrocyte","Group enriched"
"Tarsl2","Newly Formed Oligodendrocyte","Group enriched"
"Tarsl2","Neuron","Group enriched"
"Tarsl2","Oligodendrocyte Precursor Cell","Group enriched"
"Tarsl2","Myelinating Oligodendrocytes","Group enriched"
"Tarsl2","Astrocytes","Group enriched"
"Tarsl2","Endothelial Cells","Group enriched"
"Wscd2","Neuron","Tissue enriched"
"Rab23","Oligodendrocyte Precursor Cell","Group enriched"
"Rab23","Newly Formed Oligodendrocyte","Group enriched"
"Rab23","Astrocytes","Group enriched"
"Rab23","Neuron","Group enriched"
"Rab23","Myelinating Oligodendrocytes","Group enriched"
"Rab23","Endothelial Cells","Group enriched"
"Crybb3","Endothelial Cells","Tissue enriched"
"Rgs8","Neuron","Tissue enriched"
"Nphp3","Astrocytes","Tissue enriched"
"Chrnb2","Neuron","Tissue enriched"
"Elovl2","Astrocytes","Tissue enriched"
"Crabp2","Neuron","Tissue enriched"
"Rhod","Endothelial Cells","Tissue enriched"
"Atp2b4","Astrocytes","Group enriched"
"Atp2b4","Neuron","Group enriched"
"Atp2b4","Oligodendrocyte Precursor Cell","Group enriched"
"Sytl2","Newly Formed Oligodendrocyte","Group enriched"
"Sytl2","Myelinating Oligodendrocytes","Group enriched"
"Sytl2","Oligodendrocyte Precursor Cell","Group enriched"
"Rgs9","Astrocytes","Group enriched"
"Rgs9","Oligodendrocyte Precursor Cell","Group enriched"
"Rgs9","Neuron","Group enriched"
"Rgs9","Newly Formed Oligodendrocyte","Group enriched"
"Rpl17","Endothelial Cells","Tissue enriched"
"Unc79","Oligodendrocyte Precursor Cell","Group enriched"
"Unc79","Neuron","Group enriched"
"Unc79","Astrocytes","Group enriched"
"Unc79","Newly Formed Oligodendrocyte","Group enriched"
"Lnx1","Oligodendrocyte Precursor Cell","Tissue enriched"
"Gprc5a","Endothelial Cells","Tissue enriched"
"E2f8","Newly Formed Oligodendrocyte","Group enriched"
"E2f8","Oligodendrocyte Precursor Cell","Group enriched"
"Plekha7","Neuron","Tissue enriched"
"Mtap7d2","Neuron","Group enriched"
"Mtap7d2","Oligodendrocyte Precursor Cell","Group enriched"
"Mtap7d2","Newly Formed Oligodendrocyte","Group enriched"
"Mtap7d2","Myelinating Oligodendrocytes","Group enriched"
"Dusp9","Newly Formed Oligodendrocyte","Group enriched"
"Dusp9","Oligodendrocyte Precursor Cell","Group enriched"
"AW112010","Endothelial Cells","Tissue enriched"
"Fgf11","Neuron","Group enriched"
"Fgf11","Oligodendrocyte Precursor Cell","Group enriched"
"Fgf11","Astrocytes","Group enriched"
"Fgf11","Newly Formed Oligodendrocyte","Group enriched"
"Uggt2","Oligodendrocyte Precursor Cell","Group enriched"
"Uggt2","Astrocytes","Group enriched"
"Uggt2","Neuron","Group enriched"
"Uggt2","Newly Formed Oligodendrocyte","Group enriched"
"Uggt2","Endothelial Cells","Group enriched"
"Kcnf1","Neuron","Group enriched"
"Kcnf1","Oligodendrocyte Precursor Cell","Group enriched"
"Aldh1b1","Neuron","Group enriched"
"Aldh1b1","Oligodendrocyte Precursor Cell","Group enriched"
"Aldh1b1","Newly Formed Oligodendrocyte","Group enriched"
"Sh3rf3","Neuron","Group enriched"
"Sh3rf3","Oligodendrocyte Precursor Cell","Group enriched"
"Sh3rf3","Astrocytes","Group enriched"
"Palld","Astrocytes","Tissue enriched"
"Ica1","Endothelial Cells","Group enriched"
"Ica1","Neuron","Group enriched"
"Ica1","Oligodendrocyte Precursor Cell","Group enriched"
"Ica1","Newly Formed Oligodendrocyte","Group enriched"
"Ttc39c","Newly Formed Oligodendrocyte","Group enriched"
"Ttc39c","Neuron","Group enriched"
"Ttc39c","Myelinating Oligodendrocytes","Group enriched"
"Ttc39c","Oligodendrocyte Precursor Cell","Group enriched"
"Ttc39c","Astrocytes","Group enriched"
"Fam13a","Endothelial Cells","Tissue enriched"
"Lrrc32","Endothelial Cells","Tissue enriched"
"Sox9","Astrocytes","Tissue enriched"
"Hrct1","Endothelial Cells","Tissue enriched"
"Notum","Endothelial Cells","Tissue enriched"
"Dennd3","Endothelial Cells","Tissue enriched"
"S1pr5","Myelinating Oligodendrocytes","Group enriched"
"S1pr5","Newly Formed Oligodendrocyte","Group enriched"
"Astn2","Oligodendrocyte Precursor Cell","Group enriched"
"Astn2","Neuron","Group enriched"
"Astn2","Newly Formed Oligodendrocyte","Group enriched"
"Astn2","Astrocytes","Group enriched"
"Aspa","Myelinating Oligodendrocytes","Group enriched"
"Aspa","Newly Formed Oligodendrocyte","Group enriched"
"Sspn","Myelinating Oligodendrocytes","Group enriched"
"Sspn","Newly Formed Oligodendrocyte","Group enriched"
"Sspn","Oligodendrocyte Precursor Cell","Group enriched"
"Sspn","Astrocytes","Group enriched"
"Nrxn3","Neuron","Tissue enriched"
"Ift80","Astrocytes","Group enriched"
"Ift80","Oligodendrocyte Precursor Cell","Group enriched"
"Ift80","Neuron","Group enriched"
"Ift80","Newly Formed Oligodendrocyte","Group enriched"
"Ift80","Myelinating Oligodendrocytes","Group enriched"
"Ift80","Endothelial Cells","Group enriched"
"5830418K08Rik","Astrocytes","Group enriched"
"5830418K08Rik","Oligodendrocyte Precursor Cell","Group enriched"
"5830418K08Rik","Endothelial Cells","Group enriched"
"5830418K08Rik","Neuron","Group enriched"
"5830418K08Rik","Newly Formed Oligodendrocyte","Group enriched"
"4831426I19Rik","Newly Formed Oligodendrocyte","Group enriched"
"4831426I19Rik","Myelinating Oligodendrocytes","Group enriched"
"Zfp783","Oligodendrocyte Precursor Cell","Group enriched"
"Zfp783","Astrocytes","Group enriched"
"Zfp783","Newly Formed Oligodendrocyte","Group enriched"
"Zfp783","Neuron","Group enriched"
"Chac2","Neuron","Group enriched"
"Chac2","Myelinating Oligodendrocytes","Group enriched"
"Chac2","Newly Formed Oligodendrocyte","Group enriched"
"Chac2","Astrocytes","Group enriched"
"Chac2","Endothelial Cells","Group enriched"
"Chac2","Oligodendrocyte Precursor Cell","Group enriched"
"Madcam1","Endothelial Cells","Tissue enriched"
"Npat","Astrocytes","Group enriched"
"Npat","Newly Formed Oligodendrocyte","Group enriched"
"Npat","Oligodendrocyte Precursor Cell","Group enriched"
"Npat","Neuron","Group enriched"
"Npat","Endothelial Cells","Group enriched"
"Npat","Myelinating Oligodendrocytes","Group enriched"
"Hspa4l","Astrocytes","Group enriched"
"Hspa4l","Oligodendrocyte Precursor Cell","Group enriched"
"Hspa4l","Newly Formed Oligodendrocyte","Group enriched"
"Hspa4l","Neuron","Group enriched"
"Hspa4l","Myelinating Oligodendrocytes","Group enriched"
"Lrfn2","Oligodendrocyte Precursor Cell","Group enriched"
"Lrfn2","Neuron","Group enriched"
"Lrfn2","Newly Formed Oligodendrocyte","Group enriched"
"2610524H06Rik","Neuron","Group enriched"
"2610524H06Rik","Oligodendrocyte Precursor Cell","Group enriched"
"2610524H06Rik","Endothelial Cells","Group enriched"
"2610524H06Rik","Newly Formed Oligodendrocyte","Group enriched"
"2610524H06Rik","Myelinating Oligodendrocytes","Group enriched"
"2610524H06Rik","Astrocytes","Group enriched"
"4930506M07Rik","Neuron","Group enriched"
"4930506M07Rik","Myelinating Oligodendrocytes","Group enriched"
"4930506M07Rik","Newly Formed Oligodendrocyte","Group enriched"
"Vwf","Endothelial Cells","Tissue enriched"
"Smc2","Oligodendrocyte Precursor Cell","Group enriched"
"Smc2","Astrocytes","Group enriched"
"Smc2","Endothelial Cells","Group enriched"
"Smc2","Newly Formed Oligodendrocyte","Group enriched"
"Smc2","Neuron","Group enriched"
"H2afy2","Oligodendrocyte Precursor Cell","Group enriched"
"H2afy2","Neuron","Group enriched"
"H2afy2","Newly Formed Oligodendrocyte","Group enriched"
"Axin2","Astrocytes","Group enriched"
"Axin2","Oligodendrocyte Precursor Cell","Group enriched"
"Axin2","Newly Formed Oligodendrocyte","Group enriched"
"Axin2","Endothelial Cells","Group enriched"
"Axin2","Neuron","Group enriched"
"Spire2","Neuron","Group enriched"
"Spire2","Oligodendrocyte Precursor Cell","Group enriched"
"Spire2","Newly Formed Oligodendrocyte","Group enriched"
"Nek1","Neuron","Group enriched"
"Nek1","Astrocytes","Group enriched"
"Nek1","Oligodendrocyte Precursor Cell","Group enriched"
"Nek1","Endothelial Cells","Group enriched"
"Nek1","Newly Formed Oligodendrocyte","Group enriched"
"Cav2","Endothelial Cells","Group enriched"
"Cav2","Oligodendrocyte Precursor Cell","Group enriched"
"Cav2","Astrocytes","Group enriched"
"Pycr1","Newly Formed Oligodendrocyte","Group enriched"
"Pycr1","Myelinating Oligodendrocytes","Group enriched"
"Pmel","Oligodendrocyte Precursor Cell","Group enriched"
"Pmel","Newly Formed Oligodendrocyte","Group enriched"
"2610100L16Rik","Astrocytes","Group enriched"
"2610100L16Rik","Oligodendrocyte Precursor Cell","Group enriched"
"2610100L16Rik","Neuron","Group enriched"
"Wbscr17","Oligodendrocyte Precursor Cell","Group enriched"
"Wbscr17","Neuron","Group enriched"
"Wbscr17","Newly Formed Oligodendrocyte","Group enriched"
"Rragb","Neuron","Group enriched"
"Rragb","Oligodendrocyte Precursor Cell","Group enriched"
"Rragb","Newly Formed Oligodendrocyte","Group enriched"
"Rragb","Astrocytes","Group enriched"
"Rragb","Myelinating Oligodendrocytes","Group enriched"
"Mllt3","Endothelial Cells","Group enriched"
"Mllt3","Neuron","Group enriched"
"Mllt3","Oligodendrocyte Precursor Cell","Group enriched"
"Mllt3","Astrocytes","Group enriched"
"Mllt3","Newly Formed Oligodendrocyte","Group enriched"
"Slc35f2","Endothelial Cells","Tissue enriched"
"Ephb4","Endothelial Cells","Tissue enriched"
"Fam174b","Oligodendrocyte Precursor Cell","Group enriched"
"Fam174b","Endothelial Cells","Group enriched"
"Fam174b","Neuron","Group enriched"
"Fam174b","Newly Formed Oligodendrocyte","Group enriched"
"Zfp961","Endothelial Cells","Group enriched"
"Zfp961","Oligodendrocyte Precursor Cell","Group enriched"
"Zfp961","Astrocytes","Group enriched"
"Zfp961","Newly Formed Oligodendrocyte","Group enriched"
"Zfp961","Neuron","Group enriched"
"Tead2","Endothelial Cells","Group enriched"
"Tead2","Astrocytes","Group enriched"
"Gm10035","Neuron","Tissue enriched"
"Cenpc1","Astrocytes","Group enriched"
"Cenpc1","Oligodendrocyte Precursor Cell","Group enriched"
"Cenpc1","Neuron","Group enriched"
"Cenpc1","Endothelial Cells","Group enriched"
"Cenpc1","Newly Formed Oligodendrocyte","Group enriched"
"Oprl1","Oligodendrocyte Precursor Cell","Group enriched"
"Oprl1","Neuron","Group enriched"
"Oprl1","Newly Formed Oligodendrocyte","Group enriched"
"Afap1l2","Oligodendrocyte Precursor Cell","Group enriched"
"Afap1l2","Astrocytes","Group enriched"
"Afap1l2","Newly Formed Oligodendrocyte","Group enriched"
"Afap1l2","Endothelial Cells","Group enriched"
"Higd1b","Endothelial Cells","Tissue enriched"
"Pde7b","Endothelial Cells","Group enriched"
"Pde7b","Oligodendrocyte Precursor Cell","Group enriched"
"Pde7b","Astrocytes","Group enriched"
"Camk4","Neuron","Group enriched"
"Camk4","Oligodendrocyte Precursor Cell","Group enriched"
"Camk4","Newly Formed Oligodendrocyte","Group enriched"
"Adra1b","Astrocytes","Group enriched"
"Adra1b","Neuron","Group enriched"
"Adra1b","Myelinating Oligodendrocytes","Group enriched"
"Adra1b","Newly Formed Oligodendrocyte","Group enriched"
"Adra1b","Oligodendrocyte Precursor Cell","Group enriched"
"Angpt2","Endothelial Cells","Tissue enriched"
"Pacrg","Astrocytes","Group enriched"
"Pacrg","Oligodendrocyte Precursor Cell","Group enriched"
"Pacrg","Neuron","Group enriched"
"Pacrg","Newly Formed Oligodendrocyte","Group enriched"
"Pacrg","Myelinating Oligodendrocytes","Group enriched"
"BC020535","Endothelial Cells","Tissue enriched"
"Meox1","Endothelial Cells","Tissue enriched"
"Cbln1","Neuron","Group enriched"
"Cbln1","Oligodendrocyte Precursor Cell","Group enriched"
"Art3","Endothelial Cells","Tissue enriched"
"Aif1l","Endothelial Cells","Group enriched"
"Aif1l","Oligodendrocyte Precursor Cell","Group enriched"
"Aif1l","Astrocytes","Group enriched"
"Aif1l","Myelinating Oligodendrocytes","Group enriched"
"Aif1l","Newly Formed Oligodendrocyte","Group enriched"
"Thap2","Newly Formed Oligodendrocyte","Group enriched"
"Thap2","Oligodendrocyte Precursor Cell","Group enriched"
"Thap2","Astrocytes","Group enriched"
"Thap2","Myelinating Oligodendrocytes","Group enriched"
"Thap2","Neuron","Group enriched"
"Thap2","Endothelial Cells","Group enriched"
"Tek","Endothelial Cells","Tissue enriched"
"Pde10a","Oligodendrocyte Precursor Cell","Group enriched"
"Pde10a","Neuron","Group enriched"
"Pde10a","Endothelial Cells","Group enriched"
"Pde10a","Astrocytes","Group enriched"
"Pde10a","Newly Formed Oligodendrocyte","Group enriched"
"Nwd1","Astrocytes","Tissue enriched"
"Lrrtm1","Oligodendrocyte Precursor Cell","Group enriched"
"Lrrtm1","Neuron","Group enriched"
"Lrrtm1","Newly Formed Oligodendrocyte","Group enriched"
"Celf6","Neuron","Tissue enriched"
"Fam84a","Astrocytes","Group enriched"
"Fam84a","Neuron","Group enriched"
"Fam5c","Oligodendrocyte Precursor Cell","Group enriched"
"Fam5c","Newly Formed Oligodendrocyte","Group enriched"
"BC068157","Neuron","Group enriched"
"BC068157","Oligodendrocyte Precursor Cell","Group enriched"
"BC068157","Newly Formed Oligodendrocyte","Group enriched"
"Ccdc3","Astrocytes","Group enriched"
"Ccdc3","Endothelial Cells","Group enriched"
"Gja4","Endothelial Cells","Tissue enriched"
"Pcdhga12","Oligodendrocyte Precursor Cell","Group enriched"
"Pcdhga12","Astrocytes","Group enriched"
"Pcdhga12","Newly Formed Oligodendrocyte","Group enriched"
"Pcdhga12","Neuron","Group enriched"
"Pcdhga12","Endothelial Cells","Group enriched"
"Gpr26","Neuron","Tissue enriched"
"Pcdhac2","Neuron","Group enriched"
"Pcdhac2","Oligodendrocyte Precursor Cell","Group enriched"
"Emcn","Endothelial Cells","Tissue enriched"
"Zbtb41","Astrocytes","Group enriched"
"Zbtb41","Neuron","Group enriched"
"Zbtb41","Oligodendrocyte Precursor Cell","Group enriched"
"Zbtb41","Newly Formed Oligodendrocyte","Group enriched"
"Zbtb41","Endothelial Cells","Group enriched"
"Zwilch","Oligodendrocyte Precursor Cell","Group enriched"
"Zwilch","Astrocytes","Group enriched"
"Zwilch","Endothelial Cells","Group enriched"
"Zwilch","Newly Formed Oligodendrocyte","Group enriched"
"Zwilch","Neuron","Group enriched"
"Cd55","Endothelial Cells","Tissue enriched"
"Pdpn","Astrocytes","Group enriched"
"Pdpn","Oligodendrocyte Precursor Cell","Group enriched"
"Plekha6","Neuron","Group enriched"
"Plekha6","Oligodendrocyte Precursor Cell","Group enriched"
"Plekha6","Newly Formed Oligodendrocyte","Group enriched"
"Tnik","Astrocytes","Group enriched"
"Tnik","Neuron","Group enriched"
"Tnik","Newly Formed Oligodendrocyte","Group enriched"
"Tnik","Oligodendrocyte Precursor Cell","Group enriched"
"Cacna2d3","Neuron","Group enriched"
"Cacna2d3","Oligodendrocyte Precursor Cell","Group enriched"
"Rbp4","Oligodendrocyte Precursor Cell","Group enriched"
"Rbp4","Neuron","Group enriched"
"Lalba","Endothelial Cells","Tissue enriched"
"Fgfbp3","Astrocytes","Tissue enriched"
"Timp1","Endothelial Cells","Tissue enriched"
"Slc6a20a","Endothelial Cells","Group enriched"
"Slc6a20a","Oligodendrocyte Precursor Cell","Group enriched"
"Atm","Astrocytes","Group enriched"
"Atm","Oligodendrocyte Precursor Cell","Group enriched"
"Atm","Newly Formed Oligodendrocyte","Group enriched"
"Atm","Neuron","Group enriched"
"Atm","Endothelial Cells","Group enriched"
"6030405A18Rik","Oligodendrocyte Precursor Cell","Group enriched"
"6030405A18Rik","Newly Formed Oligodendrocyte","Group enriched"
"6030405A18Rik","Neuron","Group enriched"
"Mmp25","Endothelial Cells","Tissue enriched"
"Mrap2","Neuron","Tissue enriched"
"Fam126b","Neuron","Group enriched"
"Fam126b","Oligodendrocyte Precursor Cell","Group enriched"
"Fam126b","Astrocytes","Group enriched"
"Fam126b","Endothelial Cells","Group enriched"
"Fam126b","Newly Formed Oligodendrocyte","Group enriched"
"Rimklb","Astrocytes","Group enriched"
"Rimklb","Neuron","Group enriched"
"Rimklb","Oligodendrocyte Precursor Cell","Group enriched"
"Rimklb","Newly Formed Oligodendrocyte","Group enriched"
"Ckap2","Oligodendrocyte Precursor Cell","Group enriched"
"Ckap2","Astrocytes","Group enriched"
"Ckap2","Newly Formed Oligodendrocyte","Group enriched"
"Ckap2","Endothelial Cells","Group enriched"
"Ckap2","Neuron","Group enriched"
"Thbs3","Myelinating Oligodendrocytes","Group enriched"
"Thbs3","Neuron","Group enriched"
"Thbs3","Astrocytes","Group enriched"
"Thbs3","Newly Formed Oligodendrocyte","Group enriched"
"Kndc1","Newly Formed Oligodendrocyte","Group enriched"
"Kndc1","Myelinating Oligodendrocytes","Group enriched"
"Mgst2","Endothelial Cells","Tissue enriched"
"Slfn5","Endothelial Cells","Tissue enriched"
"2310046K01Rik","Endothelial Cells","Tissue enriched"
"Atp13a4","Astrocytes","Tissue enriched"
"Tmem63c","Neuron","Group enriched"
"Tmem63c","Oligodendrocyte Precursor Cell","Group enriched"
"Stra6","Endothelial Cells","Tissue enriched"
"Sphkap","Neuron","Tissue enriched"
"Myrf","Newly Formed Oligodendrocyte","Group enriched"
"Myrf","Myelinating Oligodendrocytes","Group enriched"
"Slc38a11","Endothelial Cells","Tissue enriched"
"Gdpd2","Astrocytes","Tissue enriched"
"Neu4","Oligodendrocyte Precursor Cell","Group enriched"
"Neu4","Newly Formed Oligodendrocyte","Group enriched"
"Foxq1","Endothelial Cells","Tissue enriched"
"2610019F03Rik","Endothelial Cells","Tissue enriched"
"Net1","Endothelial Cells","Tissue enriched"
"Zfp354c","Astrocytes","Group enriched"
"Zfp354c","Neuron","Group enriched"
"Zfp354c","Oligodendrocyte Precursor Cell","Group enriched"
"Zfp354c","Newly Formed Oligodendrocyte","Group enriched"
"Epb4.1l5","Astrocytes","Group enriched"
"Epb4.1l5","Oligodendrocyte Precursor Cell","Group enriched"
"Epb4.1l5","Neuron","Group enriched"
"Rab3c","Neuron","Group enriched"
"Rab3c","Oligodendrocyte Precursor Cell","Group enriched"
"Rab3b","Neuron","Tissue enriched"
"Akap5","Neuron","Group enriched"
"Akap5","Oligodendrocyte Precursor Cell","Group enriched"
"Akap5","Astrocytes","Group enriched"
"Psd2","Astrocytes","Group enriched"
"Psd2","Neuron","Group enriched"
"Psd2","Oligodendrocyte Precursor Cell","Group enriched"
"Esf1","Astrocytes","Group enriched"
"Esf1","Endothelial Cells","Group enriched"
"Esf1","Neuron","Group enriched"
"Esf1","Oligodendrocyte Precursor Cell","Group enriched"
"Esf1","Newly Formed Oligodendrocyte","Group enriched"
"AI414108","Newly Formed Oligodendrocyte","Group enriched"
"AI414108","Oligodendrocyte Precursor Cell","Group enriched"
"AI414108","Neuron","Group enriched"
"Tmeff1","Myelinating Oligodendrocytes","Group enriched"
"Tmeff1","Newly Formed Oligodendrocyte","Group enriched"
"Tmeff1","Neuron","Group enriched"
"Tmeff1","Oligodendrocyte Precursor Cell","Group enriched"
"Gpr37","Myelinating Oligodendrocytes","Group enriched"
"Gpr37","Newly Formed Oligodendrocyte","Group enriched"
"Megf9","Newly Formed Oligodendrocyte","Group enriched"
"Megf9","Neuron","Group enriched"
"Megf9","Oligodendrocyte Precursor Cell","Group enriched"
"Megf9","Astrocytes","Group enriched"
"Megf9","Myelinating Oligodendrocytes","Group enriched"
"Megf9","Endothelial Cells","Group enriched"
"Lamc3","Oligodendrocyte Precursor Cell","Group enriched"
